"VAR","LABEL","TYPE","INPUT","QUESTION"
"W584_01","587: Mais","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W584_01a","587: Mais: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W585_01","590: Besen","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W585_01a","590: Besen: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W586_01","593: Schokolade","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W586_01a","593: Schokolade: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W587_01","595: Würfel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W587_01a","595: Würfel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W588_01","596: Mappe","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W588_01a","596: Mappe: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W589_01","599: Wolke","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W589_01a","599: Wolke: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W590_01","607: Pullover","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W590_01a","607: Pullover: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W591_01","608: Kondom","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W591_01a","608: Kondom: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W592_01","610: Honig","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W592_01a","610: Honig: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W593_01","611: Pflanze","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W593_01a","611: Pflanze: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W594_01","612: Frosch","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W594_01a","612: Frosch: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W595_01","617: Flughafen","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W595_01a","617: Flughafen: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W596_01","621: Panzer","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W596_01a","621: Panzer: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W597_01","626: Klavier","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W597_01a","626: Klavier: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W598_01","633: Trichter","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W598_01a","633: Trichter: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W599_01","636: Schaf","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W599_01a","636: Schaf: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W601_01","639: Artischocke","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W601_01a","639: Artischocke: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W602_01","644: Mantel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W602_01a","644: Mantel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W603_01","664: Kleid","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W603_01a","664: Kleid: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W604_01","667: Gänseblümchen","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W604_01a","667: Gänseblümchen: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W605_01","673: Gabel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W605_01a","673: Gabel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W606_01","675: Windmühle","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W606_01a","675: Windmühle: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W607_01","676: Gehstock","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W607_01a","676: Gehstock: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W608_01","680: Bogen","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W608_01a","680: Bogen: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W609_01","681: Rakete","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W609_01a","681: Rakete: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W610_01","685: Gans","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W610_01a","685: Gans: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W611_01","694: Umarmung","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W611_01a","694: Umarmung: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W612_01","697: Pfirsich","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W612_01a","697: Pfirsich: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W613_01","700: Pickel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W613_01a","700: Pickel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W614_01","704: Prinz","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W614_01a","704: Prinz: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W615_01","708: Affe","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W615_01a","708: Affe: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W616_01","709: Schwimmer","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W616_01a","709: Schwimmer: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W617_01","713: Kanu","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W617_01a","713: Kanu: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W618_01","716: Fackel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W618_01a","716: Fackel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W619_01","719: Badezimmer","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W619_01a","719: Badezimmer: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W620_01","724: Wal","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W620_01a","724: Wal: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W621_01","726: Kellner","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W621_01a","726: Kellner: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W622_01","728: Oktopus","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W622_01a","728: Oktopus: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W623_01","730: Küche","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W623_01a","730: Küche: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W624_01","735: Eiswürfel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W624_01a","735: Eiswürfel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W625_01","736: Zauberer","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W625_01a","736: Zauberer: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W626_01","741: Bonbon","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W626_01a","741: Bonbon: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W627_01","742: Papst","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W627_01a","742: Papst: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W628_01","743: Vogelscheuche","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W628_01a","743: Vogelscheuche: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W629_01","744: Ring","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W629_01a","744: Ring: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W630_01","747: Badewanne","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W630_01a","747: Badewanne: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W701_01","5: Schulter","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W701_01a","5: Schulter: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W702_01","6: Kinn","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W702_01a","6: Kinn: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W703_01","9: Dusche","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W703_01a","9: Dusche: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W704_01","12: Meerjungfrau","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W704_01a","12: Meerjungfrau: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W705_01","15: Löwe","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W705_01a","15: Löwe: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W706_01","16: Jäger","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W706_01a","16: Jäger: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W707_01","17: Teufel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W707_01a","17: Teufel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W708_01","20: Skelett","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W708_01a","20: Skelett: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W709_01","21: Boxer","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W709_01a","21: Boxer: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W710_01","23: Fahrrad","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W710_01a","23: Fahrrad: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W711_01","32: Krone","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W711_01a","32: Krone: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W712_01","33: Bilderrahmen","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W712_01a","33: Bilderrahmen: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W713_01","38: Spinne","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W713_01a","38: Spinne: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W714_01","39: Hosentasche","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W714_01a","39: Hosentasche: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W715_01","40: Kleeblatt","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W715_01a","40: Kleeblatt: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W716_01","41: Markt","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W716_01a","41: Markt: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W717_01","42: Birne","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W717_01a","42: Birne: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W718_01","53: Tüte","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W718_01a","53: Tüte: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W719_01","56: Ellenbogen","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W719_01a","56: Ellenbogen: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W720_01","57: Briefmarke","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W720_01a","57: Briefmarke: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W721_01","59: Bluse","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W721_01a","59: Bluse: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W722_01","61: Zeitung","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W722_01a","61: Zeitung: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W723_01","65: Po","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W723_01a","65: Po: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W724_01","67: Sofa","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W724_01a","67: Sofa: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W725_01","73: Welle","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W725_01a","73: Welle: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W726_01","76: Brokkoli","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W726_01a","76: Brokkoli: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W727_01","78: Schlüssel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W727_01a","78: Schlüssel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W728_01","81: Fleisch","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W728_01a","81: Fleisch: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W729_01","82: Park","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W729_01a","82: Park: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W730_01","83: Herz","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W730_01a","83: Herz: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W731_01","90: Mond","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W731_01a","90: Mond: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W732_01","91: Mund","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W732_01a","91: Mund: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W733_01","93: Skateboard","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W733_01a","93: Skateboard: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W734_01","96: Milch","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W734_01a","96: Milch: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W735_01","105: Hirsch","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W735_01a","105: Hirsch: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W736_01","108: Kalender","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W736_01a","108: Kalender: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W737_01","109: Fitnessstudio","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W737_01a","109: Fitnessstudio: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W738_01","111: Drache","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W738_01a","111: Drache: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W739_01","112: Lunge","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"W739_01a","112: Lunge: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
